"id","idDapil","nama","namaPartai","noUrut","originalFilename","stringJenisKelamin"
79374,30,"DEDE IIN SOBIRIN, SH","Partai Kebangkitan Bangsa",5,"foto_dede_jabarx.jpg","Laki-Laki"
78931,30,"ASEP IRFAN","Partai Kebangkitan Bangsa",6,"E-FOTO_ASEP IRFAN_JABAR X.jpeg","Laki-Laki"
79147,30,"EVA FITRIAH","Partai Kebangkitan Bangsa",7,"EVA FITRIAH.jpeg","Perempuan"
220550,30,"RICO JOHANES HASIBUAN","Partai Keadilan dan Persatuan Indonesia",1,"FOTO.jpg","Laki-Laki"
299985,30,"KARINDRA UKAR","Partai Keadilan dan Persatuan Indonesia",2,"FOTO KARINDRA.jpg","Laki-Laki"
300000,30,"VONNY RIDHA","Partai Keadilan dan Persatuan Indonesia",3,"VANNY JABAR 4.jpg","Perempuan"
104923,30,"ARDHYA PRATIWI S, SE","PARTAI GERAKAN INDONESIA RAYA",1,"4x6.jpg","Perempuan"
180878,30,"DADAY HUDAYA, SH., MH","PARTAI GERAKAN INDONESIA RAYA",2,"foto daday_1.jpg","Laki-Laki"
51192,30,"AHMAD BAHTIAR SEBAYANG, SE","PARTAI GERAKAN INDONESIA RAYA",3,"FOTO.jpeg","Laki-Laki"
293455,30,"RUSMIN EFFENDY, SH, MH","PARTAI GERAKAN INDONESIA RAYA",4,"foto-rusmin.jpg","Laki-Laki"
188405,30,"SHEILA AYU SAYIDAH, S.I.Kom","PARTAI GERAKAN INDONESIA RAYA",5,"foto sheila_1.jpg","Perempuan"
199291,30,"TUTI ROSINTA HUTAGALUNG, SH","PARTAI GERAKAN INDONESIA RAYA",6,"TUTI.jpeg","Perempuan"
171194,30,"BAMBANG SUDIYONO","PARTAI GERAKAN INDONESIA RAYA",7,"foto bambang_1.jpg","Laki-Laki"
40176,30,"Drs. MUHAMAD NURDIN, M.M.","PARTAI DEMOKRASI INDONESIA PERJUANGAN",1,"ADORAMA_0877.jpg","Laki-Laki"
39943,30,"Ir. H. GATOT TJAHYONO, M.M.","PARTAI DEMOKRASI INDONESIA PERJUANGAN",2,"FOTO GATOT.jpg","Laki-Laki"
286883,30,"AUGUSTINA CONNIE","PARTAI DEMOKRASI INDONESIA PERJUANGAN",3,"photo_3174066308660004_0b5a7323.jpg","Perempuan"
286459,30,"YAYAN SOPYANI","PARTAI DEMOKRASI INDONESIA PERJUANGAN",4,"photo_3278020111820009_ysa_oke.jpg","Laki-Laki"
40231,30,"LUTHFI FAUZI, S.HI., M.M.","PARTAI DEMOKRASI INDONESIA PERJUANGAN",5,"photo_3207202709790002_img_8632.jpg","Laki-Laki"
286599,30,"Dr. ETIN NURHAETIN NINGRUM, S.Ag., M.M., M.Si","PARTAI DEMOKRASI INDONESIA PERJUANGAN",6,"FOTO.jpg","Perempuan"
286806,30,"YESSY DIYANTARI, S.TP., M.M.","PARTAI DEMOKRASI INDONESIA PERJUANGAN",7,"yessi.jpg","Perempuan"
153106,30,"Drs. AGUN GUNANDJAR SUDARSA, Bc.IP., M.Si.","Partai Golongan Karya",1,"AGUN_3174050260270002_PASFOTO4X6.jpg","Laki-Laki"
223285,30,"KHOLIS MALIK","Partai Golongan Karya",2,"img218.jpg","Laki-Laki"
223219,30,"HJ. RENNY SOEDIRO","Partai Golongan Karya",3,"8. Pas Foto.jpg","Perempuan"
268844,30,"ENGKUS KUSNADI, S.H","Partai Golongan Karya",4,"FOTO.jpg","Laki-Laki"
223220,30,"AYUNINGTYAS WIDARI RAMDHANIAR, S.I.A.","Partai Golongan Karya",5,"AYUNINGTYAS_3208090290740008_PAS FOTO 4X6.jpg","Perempuan"
223256,30,"DENI YUSUP, S.Ag., M.Si","Partai Golongan Karya",6,"foto.jpg","Laki-Laki"
241780,30,"ETTY ROBIAH AFDHAL, M.A","Partai Golongan Karya",7,"Etty Robiah Afdhal SE,MA.jpg","Perempuan"
114893,30,"Dr. Ir. MUSTOHA ISKANDAR, SH, MDM","Partai NasDem",1,"mustoha.jpg","Laki-Laki"
88573,30,"DR. H. AGUS SUPARMAN, MM.","Partai NasDem",2,"agus_suparman.jpg","Laki-Laki"
147335,30,"ERNA M. MOCHTAR, S.H, M.Si","Partai NasDem",3,"erna_m_mohtar.jpg","Perempuan"
91913,30,"TUBAGUS FERI RELASYAH, S.S0S","Partai NasDem",4,"tubagus.jpg","Laki-Laki"
93306,30,"KRISNA MUKTI","Partai NasDem",5,"krisna.jpg","Laki-Laki"
120653,30,"SELFI NAFILAH","Partai NasDem",6,"13. Poto Selfi.jpg","Perempuan"
191316,30,"LISDA OKTAVIANTI","Partai NasDem",7,"lisda.jpg","Perempuan"
204473,30,"Laksma TNI (Purn) H. DIDIN ZAINAL ABIDIN, M.M","Partai Gerakan Perubahan Indonesia",1,"1073_120718_141217.png","Laki-Laki"
297817,30,"Dra. NITA SAFTINA","Partai Gerakan Perubahan Indonesia",2,"foto nita.png","Perempuan"
152751,30,"Drs. H. EKA SANTOSA","PARTAI BERKARYA",1,"FOTO.JPG","Laki-Laki"
205458,30,"Hj. LESTARI YUSENO, SH","PARTAI BERKARYA",2,"FOTO SILON.JPG","Perempuan"
300313,30,"SIR JOHN","PARTAI BERKARYA",3,"foto silon.JPG","Laki-Laki"
78259,30,"AHMAD JAYA ADIGUNA","PARTAI BERKARYA",4,"Ahmad Jaya Adiguna_4x6.jpg","Laki-Laki"
206446,30,"MULYADI ELHAN ZAKARIA","PARTAI BERKARYA",5,"FOTO.JPG","Laki-Laki"
274697,30,"NUNI HARMAYANTI","PARTAI BERKARYA",6,"foto silon.JPG","Perempuan"
283356,30,"AVERINA OKTAVIA MENGKO","PARTAI BERKARYA",7,"foto averina oktavia mengko.JPG","Perempuan"
111412,30,"DR. KH. SURAHMAN HIDAYAT, MA.","Partai Keadilan Sejahtera",1,"FOTO_SurahmanHidayat_Jabar10.jpg","Laki-Laki"
146365,30,"KH. ACHIDIN NOOR, MA.","Partai Keadilan Sejahtera",2,"Achidin Noor (Pusat).JPG","Laki-Laki"
147233,30,"ANITA SETIYOWATI, S.Pd.","Partai Keadilan Sejahtera",3,"Anita Setyowati (Pusat).JPG","Perempuan"
91607,30,"Ir. H. ADE BARKAH","Partai Keadilan Sejahtera",4,"P80705-224700(1).jpg","Laki-Laki"
146927,30,"ICIH MINTARSIH, S.Pd","Partai Keadilan Sejahtera",5,"Icih Mintarsih (Pusat).JPG","Perempuan"
181190,30,"HJ ETY NURHADIYATI","Partai Keadilan Sejahtera",6,"New Doc 2018-07-14 (10).jpg","Perempuan"
255484,30,"H. ISMAIL ELYAS","Partai Keadilan Sejahtera",7,"Ismail Elyas.jpeg","Laki-Laki"
154056,30,"LINDA KARTIKA DEWI","Persatuan Indonesia",1,"LINDA KARTIKA DEWI 001.jpg","Perempuan"
120190,30,"UUS ALI HUSNI, S.Kom","Persatuan Indonesia",2,"UUS_001.jpg","Laki-Laki"
92648,30,"A. DARSONO, SH, MH","Persatuan Indonesia",3,"ANTONIUS DARSONO.jpg","Laki-Laki"
108334,30,"AMINUDDIN, S.Sos, MM","Persatuan Indonesia",4,"AMINUDIN_001.jpg","Laki-Laki"
169963,30,"THIYA LATIFFAH SYAEFFUDIN FUTRI, S.Farm","Persatuan Indonesia",5,"THIYA.jpg","Perempuan"
106250,30,"ARISTOKRA L.J TOMASOA","Persatuan Indonesia",6,"ARISTOKRA_001.jpg","Laki-Laki"
208196,30,"BETY PUSPITASARI, AK","Persatuan Indonesia",7,"BETY.jpg","Perempuan"
104187,3,"Drs. H. HASRUL AZWAR, MM","Partai Persatuan pembangunan",1,"Fhoto.jpg","Laki-Laki"
155397,3,"H.HASAN HUSAERI LUBIS, SH","Partai Persatuan pembangunan",2,"PAS FOTO 4X6.jpg","Laki-Laki"
280243,3,"VANIA ZENAIDHA HILARIO","Partai Persatuan pembangunan",3,"Fhoto.jpg","Perempuan"
179191,3,"M IRWANSYAH PUTRA, SE","Partai Persatuan pembangunan",4,"Fhoto.jpg","Laki-Laki"
178546,3,"IKA WULANDARI","Partai Persatuan pembangunan",5,"Fhoto.jpg","Perempuan"
269910,3,"ZULHUJJAIN AL ADYAN RANGKUTI","Partai Persatuan pembangunan",6,"IMG_20180717_0002.jpg","Laki-Laki"
281214,3,"HJ. ENDANG TRISNAWATI, SE","Partai Persatuan pembangunan",7,"Fhoto.jpg","Perempuan"
272133,3,"JULI SUSANTI","Partai Persatuan pembangunan",8,"Fhoto.jpg","Perempuan"
242611,3,"MAHENDRA APRIYANTO","Partai Persatuan pembangunan",9,"Fhoto.jpg","Laki-Laki"
105007,3,"H. KHAIRUL IMAM","Partai Persatuan pembangunan",10,"fhoto khairul imam.jpg","Laki-Laki"
114003,31,"HJ. NURHAYATI","Partai Persatuan pembangunan",1,"hj. nurhayati-foto.jpg","Perempuan"
287159,31,"TOMMY SOETOMO","Partai Persatuan pembangunan",2,"Foto Tommy Soetomo.jpg","Laki-Laki"
287460,31,"H. IJANG ARIS TATOLISI","Partai Persatuan pembangunan",3,"ijang-foto.jpg","Laki-Laki"
280072,31,"AJENG FITRIANI","Partai Persatuan pembangunan",4,"ajeng.JPG","Perempuan"
123425,31,"Dr. H. SYAIFUL ROHIM, M.Si","Partai Persatuan pembangunan",5,"Syaiful rohim - foto.jpg","Laki-Laki"
256899,31,"Drs. H. AAY SAHAL TASTARI","Partai Persatuan pembangunan",6,"aay-foto-min.jpg","Laki-Laki"
249456,31,"YESSI FITRIANTI, S.IP., M.SI.","Partai Persatuan pembangunan",7,"Foto Yessi.jpg","Perempuan"
162151,31,"AGUSSALIM, S.Ag","Partai Persatuan pembangunan",8,"agussalim-foto.jpg","Laki-Laki"
247221,31,"SARJONO","Partai Persatuan pembangunan",9,"Sarjono_Foto.jpg","Laki-Laki"
117415,31,"ABDULLAH MANSUR, S.Ag., M.Pd","Partai Persatuan pembangunan",10,"Abdullah Mansur-foto.jpg","Laki-Laki"
32193,31,"DRS. H. AWANG ANWARUDIN, MH","Partai Solidaritas Indonesia",1,"FOTO - AWANG.jpg","Laki-Laki"
31463,31,"ANDRE ANDIKA ADHIGUNA, S.Mn., MA.","Partai Solidaritas Indonesia",2,"Pas Photo - Andre Andika Adhiguna.jpg","Laki-Laki"
163216,31,"NENENG PIPIT FITRIANI","Partai Solidaritas Indonesia",3,"pas photo pipit copy.JPG","Perempuan"
118452,31,"DEDDY ARIJANTO, S.Kom","Partai Solidaritas Indonesia",4,"11. Pas Photo Back Merah Deddy.jpg","Laki-Laki"
32129,31,"Ir. RADJAB SAHDA NASUTION","Partai Solidaritas Indonesia",5,"foto.jpg","Laki-Laki"
191536,31,"RENI MIRAWATI","Partai Solidaritas Indonesia",6,"FOTO - RENI.JPG","Perempuan"
106277,31,"RADEN ARIES SOFWAN ZARKASIH","Partai Solidaritas Indonesia",7,"1. FOTO_RADEN ARIES SOFWAN ZARKASIH_JABAR 11.jpg","Laki-Laki"
136656,31,"RADEN DIMAS TRI SUHARTO ARYANTO, BA (Hons), MA","Partai Solidaritas Indonesia",8,"FOTO - RADEN DIMAS.jpg","Laki-Laki"
190895,31,"MUFIDAH SUCI AMALIA","Partai Solidaritas Indonesia",9,"FOTO - MUFIDAH SUCI.jpg","Perempuan"
25495,31,"SATIA CHANDRA WIGUNA, S.Kom.I","Partai Solidaritas Indonesia",10,"ok bgt.jpg","Laki-Laki"
46388,31,"HAERUDIN, S.Ag., MH","PARTAI AMANAT NASIONAL",1,"DSC_4507 5R .jpg","Laki-Laki"
56968,31,"H. A. MUHAJIR, SH.MH","PARTAI AMANAT NASIONAL",2,"pasfoto 4x6 warna peci.jpg","Laki-Laki"
146578,31,"RINA RESTIANI SUPRIAWAN, �.Md.Keb","PARTAI AMANAT NASIONAL",3,"PAS PHOTO.jpg","Perempuan"
144034,31,"DENI R. SAGARA, S.Fil","PARTAI AMANAT NASIONAL",4,"DENI R. SAGARA.jpeg","Laki-Laki"
57710,31,"H.BABAY TAMIMI, S.Pd.I","PARTAI AMANAT NASIONAL",5,"4x6.jpg","Laki-Laki"
148349,31,"ARIROH REZEKI MATANARI, S.Sos., M.I.Kom","PARTAI AMANAT NASIONAL",6,"2-2.jpg","Perempuan"
214222,31,"P. ADITYA WICAKSANA, SH","PARTAI AMANAT NASIONAL",7,"silon.jpeg","Laki-Laki"
295554,31,"JAMES MUHAMMAD AL FATIH MARTIN","PARTAI AMANAT NASIONAL",8,"SILON.jpeg","Laki-Laki"
146366,31,"NENI SUSYANI, SE","PARTAI AMANAT NASIONAL",9,"NENI.jpeg","Perempuan"
102806,31,"DENI RUSDIANA","PARTAI AMANAT NASIONAL",10,"mr.jpg","Laki-Laki"
188911,31,"H. ACENG HM. FIKRI","Partai Hati Nurani Rakyat",1,"Aceng HM Fikri.PNG","Laki-Laki"
259707,31,"Dra. EVY NAVISAH, MA","Partai Hati Nurani Rakyat",2,"Evy Navisah.PNG","Perempuan"
302857,31,"ARINI INDAH KARTIKA","Partai Hati Nurani Rakyat",3,"13_4.PNG","Perempuan"
127675,31,"DAVID MARSAHALA A. A, SH. MH","Partai Hati Nurani Rakyat",4,"David Marsala.PNG","Laki-Laki"
302839,31,"RAMBE MARODJAHAN B, S.H","Partai Hati Nurani Rakyat",5,"13_6.PNG","Laki-Laki"
146396,31,"Hj. SITI MUFATTAHAH","PARTAI DEMOKRAT",1,"Hj. SITI MUFATTAHAH.jpg","Perempuan"
150970,31,"DR. NURUL IMAN MUSTOPA, MA","PARTAI DEMOKRAT",2,"DR. NURUL IMAN MUSTOPA, MA.JPG","Laki-Laki"
147284,31,"DR. HANAN SOEHARTO, SH, MH","PARTAI DEMOKRAT",3,"DR Hanan Soeharto, SH, MH.JPG","Laki-Laki"
138639,31,"Hj. AI SURYANI, SH, SP.I","PARTAI DEMOKRAT",4,"HJ. AI SURYANI,, SH, SP.I.jpg","Perempuan"
146885,31,"H. DEDE SUDRAJAT, IR, MP","PARTAI DEMOKRAT",5,"H. DEDE SUDRAJAT, IR, MP.JPG","Laki-Laki"
259189,31,"GALIH WIRIA MUKTI","PARTAI DEMOKRAT",6,"Galih Wiria Mukti.jpg","Laki-Laki"
259186,31,"MULYENI,, SE","PARTAI DEMOKRAT",7,"MULYENI,, SE.jpg","Perempuan"
139422,31,"H.  ASEP ACHLAN","PARTAI DEMOKRAT",8,"H. Asep Achlan.jpg","Laki-Laki"
147698,31,"DR, Drs. CECEP SUHARDIMAN, SH, MH","PARTAI DEMOKRAT",9,"DR, Drs. CECEP SUHARDIMAN, SH, MH.jpeg","Laki-Laki"
150793,31,"Ir. NUKI SUTARNO","PARTAI DEMOKRAT",10,"IR. NUKI SUTARNO.JPG","Laki-Laki"
292432,31,"H. ANWAR NASHORI, S.Ag., M.Si","Partai Bulan Bintang",1,"FOTO  ANWAR NASHORI.jpg","Laki-Laki"
303503,31,"NUNUNG KANIAWATI","Partai Bulan Bintang",2,,"Perempuan"
126753,31,"A. SUMANTRI, SH","Partai Bulan Bintang",3,"FOTO SUMANTRI.jpg","Laki-Laki"
126378,31,"Drs. KURNIA, M.Pd","Partai Bulan Bintang",4,"KURNIA_Page_1.jpg","Laki-Laki"
229270,31,"R ARNINGSIH","Partai Bulan Bintang",5,"nunung.jpg","Perempuan"
292434,31,"ACEP SOFYAN","Partai Bulan Bintang",6,"FOTO.jpg","Laki-Laki"
147071,31,"HENI SUSILAWATI, SE","Partai Bulan Bintang",7,"SKCK HENY.jpg","Perempuan"
206475,31,"H. ANANG LUKMAN, S.Ag., M.Pd.I","Partai Bulan Bintang",8,"FOTO ANANG.jpg","Laki-Laki"
304925,31,"HENDRA HARIANTO","Partai Bulan Bintang",9,,"Laki-Laki"
304831,31,"AMIN BUNYAMIN, S.Pd.I","Partai Bulan Bintang",10,,"Laki-Laki"
101305,3,"ARIFIN SALEH, SP, MM-CSR","Partai Solidaritas Indonesia",1,"foto.jpg","Laki-Laki"
39340,3,"HOTBEN SINAGA, ST","Partai Solidaritas Indonesia",2,"Hotben Sinaga foto.jpg","Laki-Laki"
67502,3,"HERTO TRYDE SIBARANI","Partai Solidaritas Indonesia",3,"FOTO.jpg","Perempuan"
155311,3,"EKO MARHENDI J","Partai Solidaritas Indonesia",4,"Pas Photo_.jpg","Laki-Laki"
56419,3,"Dr. R.DWI PANTJA WIBOWO","Partai Solidaritas Indonesia",5,"Pasfoto Dwi Pantja Wibowo (SUMUT 1).jpg","Laki-Laki"
183126,3,"KARINA DEWI HASIBUAN","Partai Solidaritas Indonesia",6,"Foto.JPG","Perempuan"
50212,3,"EFFENDI SIMAMORA","Partai Solidaritas Indonesia",7,"FOTO.jpg","Laki-Laki"
160988,3,"SYLVIA RAHMAH LUBIS","Partai Solidaritas Indonesia",8,"FOTO.jpg","Perempuan"
58943,3,"AHMAD FITRIADI MUNAR","Partai Solidaritas Indonesia",9,"foto.JPG","Laki-Laki"
209738,3,"PRIA SANTRI BERINGIN","Partai Solidaritas Indonesia",10,"FOTO.jpg","Laki-Laki"
28704,31,"DRS. H ACEP ADANG RUHIAT, M.Si.","Partai Kebangkitan Bangsa",1,"E-FOTO_ACEP ADANG_JABAR XI.jpg","Laki-Laki"
32668,31,"IMAS AAN UBUDIAH, S.PDI","Partai Kebangkitan Bangsa",2,"E-FOTO_IMAS AAN UBUDIAH_JABAR XI.JPG","Perempuan"
29344,31,"DR. H. K. EDI PARMADI, M.M.PD","Partai Kebangkitan Bangsa",3,"PHOTO_EDI PARMADI_JABAR XI.jpg","Laki-Laki"
63543,31,"RAMRAM MUKHLIS RAMDANI","Partai Kebangkitan Bangsa",4,"E-KTAFOTO_RAM RAM MUKHLIS_JABAR XI.jpg","Laki-Laki"
143368,31,"SITI ANNISAA MAHFUZHOH, S.H","Partai Kebangkitan Bangsa",5,"E-FOTO_SITI ANNISAA MAHFUZHOH_JABAR XI.jpeg","Perempuan"
39168,31,"USEP SAEFUL KAMAL, S.HI","Partai Kebangkitan Bangsa",6,"E-FOTO_USEP SAEFUL_JABAR XI.jpg","Laki-Laki"
94699,31,"IRFAN HAMZAH MARKI","Partai Kebangkitan Bangsa",7,"E-PAS FOTO_IRFAN HAMZAH MAKRI_JABAR XI.jpg","Laki-Laki"
223207,31,"RINI RAHAYU, S.PD.I","Partai Kebangkitan Bangsa",8,"E-FOTO_RINI RAHAYU_JABAR XI.jpg","Perempuan"
294736,31,"LUKMAN HAKIM","Partai Kebangkitan Bangsa",9,"E-FOTO_LUKMAN HAKIM_JABAR XI.jpeg","Laki-Laki"
255801,31,"AI RAHMAYANTI, M.AG","Partai Kebangkitan Bangsa",10,"FOTO_AI RAHMAYANTI_JABAR XI.jpg","Perempuan"
209197,31,"SURYANSYAH","Partai Keadilan dan Persatuan Indonesia",1,"IMG_3049 A.jpg","Laki-Laki"
207616,31,"RAFIKA MAULIDYA","Partai Keadilan dan Persatuan Indonesia",2,"FOTO.jpg","Perempuan"
76159,3,"MULFACHRI HARAHAP, SH., MH","PARTAI AMANAT NASIONAL",1,"PAS FOTO 4X6 MULFACHRI H.jpg","Laki-Laki"
130162,3,"IBRAHIM SAKTI BATUBARA","PARTAI AMANAT NASIONAL",2,"1.JPG","Laki-Laki"
202841,3,"MISLAINI SUCI RAHAYU, MM., MSC., IR","PARTAI AMANAT NASIONAL",3,"DSC_0992.jpg","Perempuan"
296250,3,"INDRA BUANA TANJUNG, SH","PARTAI AMANAT NASIONAL",4,"Capture.JPG","Laki-Laki"
97605,3,"AHMAD ASWAN WARUWU, SE., M.S.M","PARTAI AMANAT NASIONAL",5,"AHMAD ASWAN WARUWU.jpg","Laki-Laki"
302462,3,"NAHDATUR RAHMAH","PARTAI AMANAT NASIONAL",6,"FOTO NAHDATUR.jpeg","Perempuan"
97579,3,"DRS. ERISAL ZUHERDIS","PARTAI AMANAT NASIONAL",7,"foto Erisal Zuherdis.jpg","Laki-Laki"
97925,3,"OKY IRAWAN","PARTAI AMANAT NASIONAL",8,"PHOT OKY IRAWAN.jpeg","Laki-Laki"
302468,3,"MEILY WARDHANI, DRA","PARTAI AMANAT NASIONAL",9,"1.jpg","Perempuan"
98083,3,"LENI INDRIA SARI, SH","PARTAI AMANAT NASIONAL",10,"LENI INDRIASARI.jpg","Perempuan"
112910,31,"H. SUBARNA, SE., M.Si","PARTAI GERAKAN INDONESIA RAYA",1,"SUBARNA.jpg","Laki-Laki"
122218,31,"MUHAMMAD HUSEIN FADLULLOH, B.Bus., MM., MBA","PARTAI GERAKAN INDONESIA RAYA",2,"MUHAMMAD.jpeg","Laki-Laki"
112870,31,"AGNES MARCELLINA","PARTAI GERAKAN INDONESIA RAYA",3,"AGNES FOTO.jpeg","Perempuan"
146192,31,"FAHRUL ROZI, SH","PARTAI GERAKAN INDONESIA RAYA",4,"FAHRUL ROZI.jpg","Laki-Laki"
157390,31,"MULAN JAMEELA","PARTAI GERAKAN INDONESIA RAYA",5,"FOTO RADEN WULANSARI_20180713_0002.jpg","Perempuan"
187753,31,"ERVIN LUTHFI","PARTAI GERAKAN INDONESIA RAYA",6,"LUTFI.jpeg","Laki-Laki"
93487,31,"Ir. TUNDRA MELIALA, MM","PARTAI GERAKAN INDONESIA RAYA",7,"foto.jpg","Laki-Laki"
183627,31,"Hj. AISYAH TIAR ARSYAD, S.E., M.B.A.","PARTAI GERAKAN INDONESIA RAYA",8,"AISYAH.jpeg","Perempuan"
158212,31,"IRVAN RIVANI FAZA","PARTAI GERAKAN INDONESIA RAYA",9,"FOTO MERAH.jpeg","Laki-Laki"
112886,31,"U. AZIZ MUSLIM, S.Ag","PARTAI GERAKAN INDONESIA RAYA",10,"IMG_20180713_0001.jpg","Laki-Laki"
135137,3,"KODRAT SHAH","Partai Hati Nurani Rakyat",1,"KODRAT SHAH.PNG","Laki-Laki"
302764,3,"Drs. POTSDAM HUTASOIT, M.Si","Partai Hati Nurani Rakyat",2,"13_2.jpg","Laki-Laki"
135619,3,"NILAM SURI","Partai Hati Nurani Rakyat",3,"NILAM SURI.PNG","Perempuan"
146478,3,"AWALUDIN, SE, MSI.","Partai Hati Nurani Rakyat",4,"AWALUDIN S.E M.Si.PNG","Laki-Laki"
302777,3,"SRI RAHAYU","Partai Hati Nurani Rakyat",5,"13_5.jpg","Perempuan"
302770,3,"DRA. SITI NURRACHMI","Partai Hati Nurani Rakyat",6,"13_6.jpg","Perempuan"
187598,3,"ISMAINI, SE","Partai Hati Nurani Rakyat",7,"ISMAINI S.E.PNG","Perempuan"
302752,3,"ARI KUSUMADI SUSILA","Partai Hati Nurani Rakyat",8,"13_8.jpg","Laki-Laki"
302774,3,"SAKINAH","Partai Hati Nurani Rakyat",9,"13_9.jpg","Perempuan"
134614,3,"D. SURES KUMAR, S.Ag., MSi","Partai Hati Nurani Rakyat",10,"D. SURES KUMAR S.Ag M.Si.PNG","Laki-Laki"
289059,31,"Irjen. Pol (Purn). Dr. Drs. H. ANTON CHARLIYAN, M.P.K.N","PARTAI DEMOKRASI INDONESIA PERJUANGAN",1,"IMG_20180712_113130.jpg","Laki-Laki"
7735,31,"DONY MARYADI OEKON","PARTAI DEMOKRASI INDONESIA PERJUANGAN",2,"IMG_5229.jpg","Laki-Laki"
285200,31,"HJ.VIVI ROVIANA, S.I.Kom","PARTAI DEMOKRASI INDONESIA PERJUANGAN",3,"2018-06-13-19-32-33-842.jpg","Perempuan"
285473,31,"DEDI HASAN, S.E.","PARTAI DEMOKRASI INDONESIA PERJUANGAN",4,"photo_3205071403770003_pasphoto_dhb_3x4.jpg","Laki-Laki"
302316,31,"H. EDY KUSCAHYANTO, S.Si","PARTAI DEMOKRASI INDONESIA PERJUANGAN",5,"photo_3171072401590001_ok.jpg","Laki-Laki"
296271,31,"ELLSYE LYDIA, S.H.","PARTAI DEMOKRASI INDONESIA PERJUANGAN",6,"photo_3174095601740002_ellsye_lydia.jpg","Perempuan"
53588,31,"IWA GUNAWAN","PARTAI DEMOKRASI INDONESIA PERJUANGAN",7,"photo_1050171702650006_4x6.jpg","Laki-Laki"
285541,31,"YUDI KURNIA, S.H., M.H.","PARTAI DEMOKRASI INDONESIA PERJUANGAN",8,"YUDI KURNIA.jpg","Laki-Laki"
285624,31,"R. HJ. LINA HERLIANA, S.IP., M.Si","PARTAI DEMOKRASI INDONESIA PERJUANGAN",9,"FOTO.jpg","Perempuan"
13877,31,"AGUS WELIANTO SANTOSO, S.H.","PARTAI DEMOKRASI INDONESIA PERJUANGAN",10,"photo_321106170890008_a1ddb101-7d59-4d9b-a7a4-b322ceedf00444.jpg","Laki-Laki"
151392,3,"H.ABDUL WAHAB DALIMUNTHE, SH","PARTAI DEMOKRAT",1,"01-H.ABDUL WAHAB DALIMUNTHE, SH-croped.jpg","Laki-Laki"
138999,3,"Drs. HERRI ZULKARNAIN, SH, M.Si","PARTAI DEMOKRAT",2,"02-DRS HERRI ZULKARNAIN, SH, M.SI.jpg","Laki-Laki"
151723,3,"SUSILAWATI, SE, MM, MA, M.Si (HAN)","PARTAI DEMOKRAT",3,"03-Susilawati, SE, MM, MA, MSI (HAN).jpg","Perempuan"
150494,3,"Ir. M.SUBUR SEMBIRING","PARTAI DEMOKRAT",4,"04-Ir. M. Subur Sembiring.jpg","Laki-Laki"
152422,3,"Mayjen TNI Purn. MUHAMMAD NIZAM","PARTAI DEMOKRAT",5,"nizam foto1.jpg","Laki-Laki"
200384,3,"INGRID DIANA SETIAWATY","PARTAI DEMOKRAT",6,"06-INGRID DIANA SETIAWATY-croped.jpg","Perempuan"
255349,3,"ARIF RAHMANSYAH MARBUN","PARTAI DEMOKRAT",7,"07-ARIF RAHMANSYAH MARBUN-croped.jpg","Laki-Laki"
147530,3,"HENDRIK H SITOMPUL, Drs. MM","PARTAI DEMOKRAT",8,"08-HENDRIK H SITOMPUL, Drs. MM.jpg","Laki-Laki"
255447,3,"MERDINA INDRIATI","PARTAI DEMOKRAT",9,"FOTO MERDINA.jpeg","Perempuan"
146107,3,"Drs. H. AMIRUDDIN","PARTAI DEMOKRAT",10,"10-DRS H AMIRUDDIN.jpg","Laki-Laki"
156867,31,"FERDIANSYAH, S.E., M.M.","Partai Golongan Karya",1,"Pasfoto Baju PG - bg putih.jpg","Laki-Laki"
232635,31,"H. MQ. ISWARA","Partai Golongan Karya",2,"Iswara_foto.jpg","Laki-Laki"
236622,31,"RIKA MUSTIKA S, S.E., M.M","Partai Golongan Karya",3,"IMG_44352.jpg","Perempuan"
156277,31,"Drs. H. AHMAD ZACKY SIRADJ","Partai Golongan Karya",4,"(AHMADZACKYSIRADJ_ 3174030260080003_PASFOTO4X6).png","Laki-Laki"
231308,31,"FAKHRI PRAWIRA","Partai Golongan Karya",5,"fakhri_3276080325210076_pasfoto 4x6 (2).jpg","Laki-Laki"
235626,31,"TINI KARTINI","Partai Golongan Karya",6,"TINI KARTINI_3174070260380022_PASFOTO 4X6.jpg","Perempuan"
234429,31,"MUHAMAD SURYAWIJAYA","Partai Golongan Karya",7,"MUHAMADSURYAWIJAYA_3273240323400003_PASFOTO4X6.jpg","Laki-Laki"
235985,31,"RENDY RONALDY BIMANTARA, S.Adm","Partai Golongan Karya",8,"IMG_20180706_0004.jpg","Laki-Laki"
235440,31,"PATRIANI PARAMITA MULIA, S.H., LL.M","Partai Golongan Karya",9,"PATRIANI PARAMITA MULIA_317401 025991 0013_pasfoto 4x6 (2).jpg","Perempuan"
233827,31,"H. IMAN ALIRAHMAN, S.H., M.Si","Partai Golongan Karya",10,"foto iman.jpg","Laki-Laki"
15683,31,"SUPIADIN ARIES SAPUTRA","Partai NasDem",1,"Scan JABAR 11.jpg","Laki-Laki"
89838,31,"DICKY PERMANA, S.E.","Partai NasDem",2,"dicky_permana.jpg","Laki-Laki"
107427,31,"HJ. DIAH KURNIASARI","Partai NasDem",3,"13. Pas Foto.jpg","Perempuan"
